[2017-01-19 22:28:30,577]-[AWT-EventQueue-0] INFO  wycc  - Select file csv
[2017-01-22 23:14:26,897]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 73 value : Cie Total HT
[2017-01-22 23:14:26,898]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 74 value : WYCC Commission
[2017-01-22 23:14:26,898]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 75 value : Cie Tax
[2017-01-22 23:14:26,898]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 76 value : Cie Total TC
[2017-01-22 23:14:26,898]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 77 value : WYCC Fees
[2017-01-22 23:14:26,898]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 78 value : Client Rate
[2017-01-22 23:14:26,898]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 79 value : Client Total
[2017-01-22 23:14:26,898]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 80 value : Insurance Company
[2017-01-22 23:14:26,898]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 81 value : Policy N°
[2017-01-22 23:14:26,899]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 82 value : Sum insured
[2017-01-22 23:14:26,899]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 83 value : Cie Rate
[2017-01-22 23:14:26,899]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 84 value : Cie Total HT
[2017-01-22 23:14:26,899]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 85 value : WYCC Commission
[2017-01-22 23:14:26,899]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 86 value : Cie Tax
[2017-01-22 23:14:26,899]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 87 value : Cie Total TC
[2017-01-22 23:14:26,899]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 88 value : WYCC Fees
[2017-01-22 23:14:26,900]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 89 value : Client Rate
[2017-01-22 23:14:26,900]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 90 value : Client Total
[2017-01-22 23:14:26,900]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 91 value : Insurance Company
[2017-01-22 23:14:26,900]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 92 value : Policy N°
[2017-01-22 23:14:26,900]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 93 value : Sum insured
[2017-01-22 23:14:26,900]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 94 value : Cie Rate
[2017-01-22 23:14:26,900]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 95 value : Cie Total HT
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 96 value : WYCC Commission
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 97 value : Cie Tax
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 98 value : Cie Total TC
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 99 value : WYCC Fees
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 100 value : Client Rate
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 101 value : Client Total
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 102 value : Insurance Company
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 103 value : Policy N°
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 104 value : Premium
[2017-01-22 23:14:26,901]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,902]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,902]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,902]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 108 value : Insurance Company
[2017-01-22 23:14:26,902]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 109 value : Policy N°
[2017-01-22 23:14:26,902]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 110 value : Formula
[2017-01-22 23:14:26,902]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 111 value : Premium
[2017-01-22 23:14:26,902]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 112 value : Insurance Company
[2017-01-22 23:14:26,902]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 113 value : Policy N°
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 114 value : Sum insured
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 115 value : Premium
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 117 value : Insurance Company
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 118 value : Policy N°
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 119 value : Sum insured
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 120 value : Premium
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 122 value : Insurance Company
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 123 value : Policy N°
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 124 value : Sum insured
[2017-01-22 23:14:26,903]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 125 value : Premium
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 127 value : Insurance Company
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 128 value : Policy N°
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - Row : 4 Column : 129 value : Premium
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - 0
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - 132
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 1 value : rating
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,904]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 14 value : EUR
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,905]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 21 value : DAILY
[2017-01-22 23:14:26,906]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,906]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,906]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,906]-[AWT-EventQueue-0] INFO  wycc  - 0.12
[2017-01-22 23:14:26,906]-[AWT-EventQueue-0] INFO  wycc  - 0.1
[2017-01-22 23:14:26,906]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,906]-[AWT-EventQueue-0] INFO  wycc  - 0.1
[2017-01-22 23:14:26,907]-[AWT-EventQueue-0] INFO  wycc  - 0.04
[2017-01-22 23:14:26,907]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,907]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,907]-[AWT-EventQueue-0] INFO  wycc  - 0.0
[2017-01-22 23:14:26,907]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,912]-[AWT-EventQueue-0] INFO  wycc  - 0.0
[2017-01-22 23:14:26,912]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,913]-[AWT-EventQueue-0] INFO  wycc  - 0.0
[2017-01-22 23:14:26,913]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 37 value : Period
[2017-01-22 23:14:26,913]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 38 value : DAILY
[2017-01-22 23:14:26,913]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,913]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,913]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,914]-[AWT-EventQueue-0] INFO  wycc  - 0.1
[2017-01-22 23:14:26,914]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,914]-[AWT-EventQueue-0] INFO  wycc  - 0.1
[2017-01-22 23:14:26,914]-[AWT-EventQueue-0] INFO  wycc  - 0.04
[2017-01-22 23:14:26,914]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,914]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,915]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,915]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,915]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 50 value : Period
[2017-01-22 23:14:26,915]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,915]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,915]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,915]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 54 value : Annual
[2017-01-22 23:14:26,916]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 55 value : Period
[2017-01-22 23:14:26,916]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,916]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,916]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,916]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,916]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,917]-[AWT-EventQueue-0] INFO  wycc  - 0.1
[2017-01-22 23:14:26,917]-[AWT-EventQueue-0] INFO  wycc  - 0.04
[2017-01-22 23:14:26,917]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,917]-[AWT-EventQueue-0] INFO  wycc  - 0.2
[2017-01-22 23:14:26,918]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,918]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,918]-[AWT-EventQueue-0] INFO  wycc  - 0.0
[2017-01-22 23:14:26,918]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,918]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,918]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,918]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,919]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,919]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,919]-[AWT-EventQueue-0] INFO  wycc  - 0.1
[2017-01-22 23:14:26,919]-[AWT-EventQueue-0] INFO  wycc  - 0.04
[2017-01-22 23:14:26,919]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,919]-[AWT-EventQueue-0] INFO  wycc  - 0.2
[2017-01-22 23:14:26,920]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,920]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,920]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,920]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,920]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,920]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,920]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,920]-[AWT-EventQueue-0] INFO  wycc  - 0.1
[2017-01-22 23:14:26,921]-[AWT-EventQueue-0] INFO  wycc  - 0.04
[2017-01-22 23:14:26,921]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,921]-[AWT-EventQueue-0] INFO  wycc  - 0.2
[2017-01-22 23:14:26,921]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,921]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,921]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,921]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,922]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,922]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,922]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,922]-[AWT-EventQueue-0] INFO  wycc  - 0.1
[2017-01-22 23:14:26,922]-[AWT-EventQueue-0] INFO  wycc  - 0.04
[2017-01-22 23:14:26,922]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,923]-[AWT-EventQueue-0] INFO  wycc  - 0.2
[2017-01-22 23:14:26,923]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,923]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,923]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,923]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,923]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 104 value : Rate
[2017-01-22 23:14:26,923]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 105 value : WYCC Commission
[2017-01-22 23:14:26,923]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 106 value : Cie Fees
[2017-01-22 23:14:26,924]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 107 value : Total
[2017-01-22 23:14:26,924]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,924]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,924]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,924]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,924]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,925]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,925]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,925]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 115 value : Rate
[2017-01-22 23:14:26,925]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 116 value : Total
[2017-01-22 23:14:26,925]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,925]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,925]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,926]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 120 value : Rate
[2017-01-22 23:14:26,926]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 121 value : Total
[2017-01-22 23:14:26,926]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,926]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,926]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,926]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 125 value : Rate
[2017-01-22 23:14:26,926]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 126 value : Total
[2017-01-22 23:14:26,926]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,926]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-22 23:14:26,927]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 129 value : Rate
[2017-01-22 23:14:26,927]-[AWT-EventQueue-0] INFO  wycc  - Row : 5 Column : 130 value : Total
[2017-01-22 23:14:26,927]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 21:18:14,741]-[AWT-EventQueue-0] INFO  wycc  - Select file csv
[2017-01-25 21:18:14,971]-[AWT-EventQueue-0] INFO  file  - Création fileChooser
[2017-01-25 21:18:14,989]-[AWT-EventQueue-0] INFO  file  - showOpenFileDialog.setDialogTitle
[2017-01-25 21:18:21,568]-[AWT-EventQueue-0] INFO  org.hibernate.Version  - HHH000412: Hibernate Core {5.2.6.Final}
[2017-01-25 21:18:21,571]-[AWT-EventQueue-0] INFO  org.hibernate.cfg.Environment  - HHH000206: hibernate.properties not found
[2017-01-25 21:18:22,207]-[AWT-EventQueue-0] INFO  org.hibernate.annotations.common.Version  - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
[2017-01-25 21:18:22,487]-[AWT-EventQueue-0] WARN  org.hibernate.orm.connections.pooling  - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[2017-01-25 21:18:22,521]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001005: using driver [org.h2.Driver] at URL [jdbc:h2:db/wyccdb]
[2017-01-25 21:18:22,522]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001001: Connection properties: {user=wycc, password=****}
[2017-01-25 21:18:22,522]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001003: Autocommit mode: false
[2017-01-25 21:18:22,530]-[AWT-EventQueue-0] INFO  org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl  - HHH000115: Hibernate connection pool size: 1 (min=1)
[2017-01-25 21:19:52,247]-[AWT-EventQueue-0] INFO  wycc  - Select file csv
[2017-01-25 21:19:52,329]-[AWT-EventQueue-0] INFO  file  - Création fileChooser
[2017-01-25 21:19:52,330]-[AWT-EventQueue-0] INFO  file  - showOpenFileDialog.setDialogTitle
[2017-01-25 21:19:57,945]-[AWT-EventQueue-0] INFO  org.hibernate.Version  - HHH000412: Hibernate Core {5.2.6.Final}
[2017-01-25 21:19:57,947]-[AWT-EventQueue-0] INFO  org.hibernate.cfg.Environment  - HHH000206: hibernate.properties not found
[2017-01-25 21:19:58,164]-[AWT-EventQueue-0] INFO  org.hibernate.annotations.common.Version  - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
[2017-01-25 21:19:58,284]-[AWT-EventQueue-0] WARN  org.hibernate.orm.connections.pooling  - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[2017-01-25 21:19:58,288]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001005: using driver [org.h2.Driver] at URL [jdbc:h2:db/wyccdb]
[2017-01-25 21:19:58,288]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001001: Connection properties: {user=wycc, password=****}
[2017-01-25 21:19:58,289]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001003: Autocommit mode: false
[2017-01-25 21:19:58,292]-[AWT-EventQueue-0] INFO  org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl  - HHH000115: Hibernate connection pool size: 1 (min=1)
[2017-01-25 21:21:52,475]-[AWT-EventQueue-0] INFO  wycc  - Select file csv
[2017-01-25 21:21:54,442]-[AWT-EventQueue-0] INFO  file  - Création fileChooser
[2017-01-25 21:21:54,447]-[AWT-EventQueue-0] INFO  file  - showOpenFileDialog.setDialogTitle
[2017-01-25 21:25:20,159]-[AWT-EventQueue-0] INFO  org.hibernate.Version  - HHH000412: Hibernate Core {5.2.6.Final}
[2017-01-25 21:25:20,165]-[AWT-EventQueue-0] INFO  org.hibernate.cfg.Environment  - HHH000206: hibernate.properties not found
[2017-01-25 21:25:20,763]-[AWT-EventQueue-0] INFO  org.hibernate.annotations.common.Version  - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
[2017-01-25 21:25:21,066]-[AWT-EventQueue-0] WARN  org.hibernate.orm.connections.pooling  - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[2017-01-25 21:25:21,075]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001005: using driver [org.h2.Driver] at URL [jdbc:h2:./db/wyccdb]
[2017-01-25 21:25:21,076]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001001: Connection properties: {user=wycc, password=****}
[2017-01-25 21:25:21,077]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001003: Autocommit mode: false
[2017-01-25 21:25:21,088]-[AWT-EventQueue-0] INFO  org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl  - HHH000115: Hibernate connection pool size: 1 (min=1)
[2017-01-25 21:25:21,659]-[AWT-EventQueue-0] INFO  org.hibernate.dialect.Dialect  - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
[2017-01-25 21:27:44,011]-[AWT-EventQueue-0] INFO  wycc  - Select file csv
[2017-01-25 21:27:45,683]-[AWT-EventQueue-0] INFO  file  - Création fileChooser
[2017-01-25 21:27:45,686]-[AWT-EventQueue-0] INFO  file  - showOpenFileDialog.setDialogTitle
[2017-01-25 21:29:05,272]-[AWT-EventQueue-0] INFO  org.hibernate.Version  - HHH000412: Hibernate Core {5.2.6.Final}
[2017-01-25 21:29:05,277]-[AWT-EventQueue-0] INFO  org.hibernate.cfg.Environment  - HHH000206: hibernate.properties not found
[2017-01-25 21:29:05,935]-[AWT-EventQueue-0] INFO  org.hibernate.annotations.common.Version  - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
[2017-01-25 21:29:06,299]-[AWT-EventQueue-0] WARN  org.hibernate.orm.connections.pooling  - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[2017-01-25 21:29:06,310]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001005: using driver [org.h2.Driver] at URL [jdbc:h2:./db/wyccdb]
[2017-01-25 21:29:06,311]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001001: Connection properties: {user=wycc, password=****}
[2017-01-25 21:29:06,312]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001003: Autocommit mode: false
[2017-01-25 21:29:06,324]-[AWT-EventQueue-0] INFO  org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl  - HHH000115: Hibernate connection pool size: 1 (min=1)
[2017-01-25 21:29:06,879]-[AWT-EventQueue-0] INFO  org.hibernate.dialect.Dialect  - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
[2017-01-25 21:29:08,426]-[AWT-EventQueue-0] INFO  org.hibernate.tool.schema.internal.SchemaCreatorImpl  - HHH000476: Executing import script 'org.hibernate.tool.schema.internal.exec.ScriptSourceInputNonExistentImpl@81e41ce'
[2017-01-25 21:29:26,479]-[AWT-EventQueue-0] INFO  wycc  - Row : 0 Column : 19 value : TOTAL GLOBAL WYCC
[2017-01-25 21:35:51,497]-[AWT-EventQueue-0] INFO  wycc  - Select file csv
[2017-01-25 21:35:51,609]-[AWT-EventQueue-0] INFO  file  - Création fileChooser
[2017-01-25 21:35:51,611]-[AWT-EventQueue-0] INFO  file  - showOpenFileDialog.setDialogTitle
[2017-01-25 21:36:01,877]-[AWT-EventQueue-0] INFO  org.hibernate.Version  - HHH000412: Hibernate Core {5.2.6.Final}
[2017-01-25 21:36:01,883]-[AWT-EventQueue-0] INFO  org.hibernate.cfg.Environment  - HHH000206: hibernate.properties not found
[2017-01-25 21:36:02,607]-[AWT-EventQueue-0] INFO  org.hibernate.annotations.common.Version  - HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
[2017-01-25 21:36:02,980]-[AWT-EventQueue-0] WARN  org.hibernate.orm.connections.pooling  - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[2017-01-25 21:36:02,990]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001005: using driver [org.h2.Driver] at URL [jdbc:h2:./db/wyccdb]
[2017-01-25 21:36:02,992]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001001: Connection properties: {user=wycc, password=****}
[2017-01-25 21:36:02,993]-[AWT-EventQueue-0] INFO  org.hibernate.orm.connections.pooling  - HHH10001003: Autocommit mode: false
[2017-01-25 21:36:03,005]-[AWT-EventQueue-0] INFO  org.hibernate.engine.jdbc.connections.internal.DriverManagerConnectionProviderImpl  - HHH000115: Hibernate connection pool size: 1 (min=1)
[2017-01-25 21:36:03,715]-[AWT-EventQueue-0] INFO  org.hibernate.dialect.Dialect  - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
[2017-01-25 21:36:04,761]-[AWT-EventQueue-0] INFO  org.hibernate.tool.schema.internal.SchemaCreatorImpl  - HHH000476: Executing import script 'org.hibernate.tool.schema.internal.exec.ScriptSourceInputNonExistentImpl@70e8fd5d'
